num,Participante,Lugar_admin,Modalidad,Edad,Género,Grupo,Validez,Creencia,ValidezxCreencia,Silogismo,Aceptación,Correctas
2451,270,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,C,IC,3,0,1
2452,270,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,I,II,4,1,0
2453,270,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,C,VC,5,1,1
2454,270,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,I,VI,6,1,1
2455,270,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,C,IC,7,1,0
2456,270,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,I,II,8,1,0
2457,271,Lógica y Epistemología UCC 2°,Resolución Individual Pre,19,F,33,V,C,VC,1,1,1
2458,271,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,V,I,VI,2,0,0
2459,271,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,C,IC,3,0,1
2460,271,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,I,II,4,0,1
2461,271,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,V,C,VC,5,1,1
2462,271,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,V,I,VI,6,1,1
2463,271,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,C,IC,7,0,1
2464,271,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,I,II,8,0,1
2465,271,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,C,VC,1,1,1
2466,271,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,I,VI,2,1,1
2467,271,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,C,IC,3,0,1
2468,271,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,I,II,4,0,1
2469,271,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,C,VC,5,1,1
2470,271,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,I,VI,6,1,1
2471,271,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,C,IC,7,1,0
2472,271,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,I,II,8,1,0
2473,272,Lógica y Epistemología UCC 2°,Resolución Individual Pre,21,F,33,V,C,VC,1,1,1
2474,272,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,V,I,VI,2,1,1
2475,272,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,C,IC,3,1,0
2476,272,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,I,II,4,1,0
2477,272,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,V,C,VC,5,1,1
2478,272,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,V,I,VI,6,0,0
2479,272,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,C,IC,7,1,0
2480,272,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,I,II,8,0,1
2481,272,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,C,VC,1,1,1
2482,272,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,I,VI,2,1,1
2483,272,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,C,IC,3,0,1
2484,272,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,I,II,4,0,1
2485,272,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,C,VC,5,1,1
2486,272,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,I,VI,6,1,1
2487,272,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,C,IC,7,1,0
2488,272,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,I,II,8,0,1
2489,273,Lógica y Epistemología UCC 2°,Resolución Individual Pre,19,F,33,V,C,VC,1,1,1
2490,273,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,V,I,VI,2,0,0
2491,273,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,C,IC,3,0,1
2492,273,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,I,II,4,0,1
2493,273,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,V,C,VC,5,1,1
2494,273,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,V,I,VI,6,0,0
2495,273,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,C,IC,7,1,0
2496,273,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,I,II,8,0,1
2497,273,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,C,VC,1,1,1
2498,273,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,I,VI,2,1,1
2499,273,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,C,IC,3,0,1
2500,273,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,I,II,4,0,1
2501,273,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,C,VC,5,1,1
2502,273,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,I,VI,6,1,1
2503,273,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,C,IC,7,1,0
2504,273,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,I,II,8,1,0
2505,274,Lógica y Epistemología UCC 2°,Resolución Individual Pre,20,M,33,V,C,VC,1,0,0
2506,274,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,V,I,VI,2,1,1
2507,274,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,C,IC,3,1,0
2508,274,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,I,II,4,0,1
2509,274,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,V,C,VC,5,1,1
2510,274,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,V,I,VI,6,1,1
2511,274,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,C,IC,7,1,0
2512,274,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,33,I,I,II,8,1,0
2513,274,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,C,VC,1,1,1
2514,274,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,I,VI,2,1,1
2515,274,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,C,IC,3,0,1
2516,274,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,I,II,4,0,1
2517,274,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,C,VC,5,1,1
2518,274,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,V,I,VI,6,1,1
2519,274,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,C,IC,7,1,0
2520,274,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,33,I,I,II,8,1,0
2521,274,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,33,V,C,VC,1,1,1
2522,274,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,33,V,I,VI,2,1,1
2523,274,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,33,I,C,IC,3,0,1
2524,274,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,33,I,I,II,4,0,1
2525,274,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,33,V,C,VC,5,1,1
2526,274,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,33,V,I,VI,6,1,1
2527,274,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,33,I,C,IC,7,1,0
2528,274,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,33,I,I,II,8,1,0
2529,275,Lógica y Epistemología UCC 2°,Resolución Individual Pre,19,F,34,V,C,VC,1,1,1
2530,275,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,I,VI,2,1,1
2531,275,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,C,IC,3,0,1
2532,275,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,I,II,4,0,1
2533,275,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,C,VC,5,1,1
2534,275,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,I,VI,6,1,1
2535,275,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,C,IC,7,0,1
2536,275,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,I,II,8,0,1
2537,275,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,C,VC,1,1,1
2538,275,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,I,VI,2,1,1
2539,275,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,C,IC,3,0,1
2540,275,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,I,II,4,0,1
2541,275,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,C,VC,5,1,1
2542,275,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,I,VI,6,1,1
2543,275,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,C,IC,7,1,0
2544,275,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,I,II,8,0,1
2545,276,Lógica y Epistemología UCC 2°,Resolución Individual Pre,19,F,34,V,C,VC,1,1,1
2546,276,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,I,VI,2,1,1
2547,276,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,C,IC,3,0,1
2548,276,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,I,II,4,0,1
2549,276,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,C,VC,5,1,1
2550,276,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,I,VI,6,1,1
2551,276,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,C,IC,7,1,0
2552,276,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,I,II,8,0,1
2553,276,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,C,VC,1,1,1
2554,276,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,I,VI,2,1,1
2555,276,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,C,IC,3,0,1
2556,276,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,I,II,4,0,1
2557,276,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,C,VC,5,1,1
2558,276,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,I,VI,6,1,1
2559,276,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,C,IC,7,1,0
2560,276,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,I,II,8,0,1
2561,277,Lógica y Epistemología UCC 2°,Resolución Individual Pre,19,F,34,V,C,VC,1,1,1
2562,277,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,I,VI,2,0,0
2563,277,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,C,IC,3,1,0
2564,277,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,I,II,4,0,1
2565,277,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,C,VC,5,1,1
2566,277,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,I,VI,6,0,0
2567,277,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,C,IC,7,0,1
2568,277,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,I,II,8,0,1
2569,277,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,C,VC,1,1,1
2570,277,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,I,VI,2,1,1
2571,277,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,C,IC,3,0,1
2572,277,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,I,II,4,0,1
2573,277,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,C,VC,5,1,1
2574,277,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,I,VI,6,1,1
2575,277,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,C,IC,7,1,0
2576,277,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,I,II,8,0,1
2577,278,Lógica y Epistemología UCC 2°,Resolución Individual Pre,20,F,34,V,C,VC,1,1,1
2578,278,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,I,VI,2,1,1
2579,278,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,C,IC,3,0,1
2580,278,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,I,II,4,0,1
2581,278,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,C,VC,5,1,1
2582,278,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,I,VI,6,1,1
2583,278,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,C,IC,7,1,0
2584,278,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,I,II,8,0,1
2585,278,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,C,VC,1,1,1
2586,278,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,I,VI,2,1,1
2587,278,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,C,IC,3,0,1
2588,278,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,I,II,4,0,1
2589,278,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,C,VC,5,1,1
2590,278,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,I,VI,6,1,1
2591,278,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,C,IC,7,1,0
2592,278,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,I,II,8,0,1
2593,279,Lógica y Epistemología UCC 2°,Resolución Individual Pre,20,F,34,V,C,VC,1,1,1
2594,279,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,I,VI,2,0,0
2595,279,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,C,IC,3,1,0
2596,279,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,I,II,4,0,1
2597,279,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,C,VC,5,1,1
2598,279,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,V,I,VI,6,1,1
2599,279,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,C,IC,7,0,1
2600,279,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,34,I,I,II,8,0,1
2601,279,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,C,VC,1,1,1
2602,279,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,I,VI,2,1,1
2603,279,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,C,IC,3,0,1
2604,279,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,I,II,4,0,1
2605,279,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,C,VC,5,1,1
2606,279,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,V,I,VI,6,1,1
2607,279,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,C,IC,7,1,0
2608,279,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,34,I,I,II,8,0,1
2609,279,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,34,V,C,VC,1,1,1
2610,279,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,34,V,I,VI,2,1,1
2611,279,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,34,I,C,IC,3,0,1
2612,279,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,34,I,I,II,4,0,1
2613,279,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,34,V,C,VC,5,1,1
2614,279,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,34,V,I,VI,6,1,1
2615,279,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,34,I,C,IC,7,1,0
2616,279,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,34,I,I,II,8,0,1
2617,280,Lógica y Epistemología UCC 2°,Resolución Individual Pre,19,F,35,V,C,VC,1,1,1
2618,280,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,V,I,VI,2,1,1
2619,280,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,C,IC,3,1,0
2620,280,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,I,II,4,0,1
2621,280,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,V,C,VC,5,1,1
2622,280,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,V,I,VI,6,1,1
2623,280,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,C,IC,7,0,1
2624,280,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,I,II,8,0,1
2625,280,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,C,VC,1,1,1
2626,280,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,I,VI,2,1,1
2627,280,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,C,IC,3,1,0
2628,280,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,I,II,4,0,1
2629,280,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,C,VC,5,1,1
2630,280,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,I,VI,6,1,1
2631,280,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,C,IC,7,1,0
2632,280,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,I,II,8,0,1
2633,281,Lógica y Epistemología UCC 2°,Resolución Individual Pre,22,F,35,V,C,VC,1,0,0
2634,281,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,V,I,VI,2,0,0
2635,281,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,C,IC,3,0,1
2636,281,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,I,II,4,0,1
2637,281,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,V,C,VC,5,1,1
2638,281,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,V,I,VI,6,0,0
2639,281,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,C,IC,7,1,0
2640,281,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,I,II,8,0,1
2641,281,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,C,VC,1,1,1
2642,281,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,I,VI,2,0,0
2643,281,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,C,IC,3,1,0
2644,281,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,I,II,4,0,1
2645,281,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,C,VC,5,1,1
2646,281,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,I,VI,6,1,1
2647,281,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,C,IC,7,0,1
2648,281,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,I,II,8,0,1
2649,282,Lógica y Epistemología UCC 2°,Resolución Individual Pre,20,F,35,V,C,VC,1,1,1
2650,282,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,V,I,VI,2,0,0
2651,282,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,C,IC,3,1,0
2652,282,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,I,II,4,1,0
2653,282,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,V,C,VC,5,0,0
2654,282,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,V,I,VI,6,1,1
2655,282,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,C,IC,7,1,0
2656,282,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,I,II,8,1,0
2657,282,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,C,VC,1,1,1
2658,282,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,I,VI,2,0,0
2659,282,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,C,IC,3,1,0
2660,282,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,I,II,4,0,1
2661,282,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,C,VC,5,1,1
2662,282,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,I,VI,6,1,1
2663,282,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,C,IC,7,1,0
2664,282,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,I,II,8,0,1
2665,283,Lógica y Epistemología UCC 2°,Resolución Individual Pre,19,F,35,V,C,VC,1,0,0
2666,283,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,V,I,VI,2,0,0
2667,283,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,C,IC,3,0,1
2668,283,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,I,II,4,0,1
2669,283,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,V,C,VC,5,0,0
2670,283,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,V,I,VI,6,1,1
2671,283,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,C,IC,7,0,1
2672,283,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,35,I,I,II,8,0,1
2673,283,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,C,VC,1,1,1
2674,283,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,I,VI,2,0,0
2675,283,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,C,IC,3,1,0
2676,283,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,I,II,4,0,1
2677,283,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,C,VC,5,1,1
2678,283,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,V,I,VI,6,1,1
2679,283,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,C,IC,7,0,1
2680,283,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,35,I,I,II,8,0,1
2681,283,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,35,V,C,VC,1,1,1
2682,283,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,35,V,I,VI,2,0,0
2683,283,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,35,I,C,IC,3,1,0
2684,283,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,35,I,I,II,4,0,1
2685,283,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,35,V,C,VC,5,1,1
2686,283,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,35,V,I,VI,6,1,1
2687,283,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,35,I,C,IC,7,0,1
2688,283,Lógica y Epistemología UCC 2°,Resolución Grupal, , ,35,I,I,II,8,0,1
2689,284,Lógica y Epistemología UCC 2°,Resolución Individual Pre,19,M,36,V,C,VC,1,0,0
2690,284,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,V,I,VI,2,0,0
2691,284,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,I,C,IC,3,1,0
2692,284,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,I,I,II,4,1,0
2693,284,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,V,C,VC,5,1,1
2694,284,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,V,I,VI,6,1,1
2695,284,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,I,C,IC,7,0,1
2696,284,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,I,I,II,8,0,1
2697,284,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,V,C,VC,1,1,1
2698,284,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,V,I,VI,2,1,1
2699,284,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,I,C,IC,3,0,1
2700,284,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,I,I,II,4,0,1
2701,284,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,V,C,VC,5,1,1
2702,284,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,V,I,VI,6,1,1
2703,284,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,I,C,IC,7,0,1
2704,284,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,I,I,II,8,0,1
2705,285,Lógica y Epistemología UCC 2°,Resolución Individual Pre,20,F,36,V,C,VC,1,0,0
2706,285,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,V,I,VI,2,1,1
2707,285,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,I,C,IC,3,0,1
2708,285,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,I,I,II,4,0,1
2709,285,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,V,C,VC,5,1,1
2710,285,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,V,I,VI,6,1,1
2711,285,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,I,C,IC,7,0,1
2712,285,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,I,I,II,8,0,1
2713,285,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,V,C,VC,1,1,1
2714,285,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,V,I,VI,2,1,1
2715,285,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,I,C,IC,3,0,1
2716,285,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,I,I,II,4,0,1
2717,285,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,V,C,VC,5,1,1
2718,285,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,V,I,VI,6,1,1
2719,285,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,I,C,IC,7,1,0
2720,285,Lógica y Epistemología UCC 2°,Resolución Individual Post, , ,36,I,I,II,8,1,0
2721,286,Lógica y Epistemología UCC 2°,Resolución Individual Pre,20,F,36,V,C,VC,1,0,0
2722,286,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,V,I,VI,2,1,1
2723,286,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,I,C,IC,3,0,1
2724,286,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,I,I,II,4,1,0
2725,286,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,V,C,VC,5,1,1
2726,286,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,V,I,VI,6,1,1
2727,286,Lógica y Epistemología UCC 2°,Resolución Individual Pre, , ,36,I,C,IC,7,0,1
